userID,recommended_itemIDs
5757,2064  1129  1917  1307  1882  1089  3238  2797  1500  1172
5765,2997  3160  2333  788  1374  2599  1197  2959  2739  3108
5773,1196  318  260  648  1240  592  1358  1625  1291  1276
5777,1278  1028  1035  1136  924  1234  919  1197  849  1270
5793,1196  111  1266  104  1779  1960  1256  260  1213  2804
5795,593  1198  2502  2580  2692  778  2959  1291  910  2716
5805,2628  2700  919  648  2324  3793  3082  1358  1028  3535
5811,260  541  750  1252  1748  3763  588  1196  543  912
5821,593  1219  968  2011  1608  198  3000  104  3159  778
5825,541  1291  1912  1198  2094  3527  1956  592  529  1206
5829,589  1276  1304  1240  2718  2722  2944  266  1299  1094
5843,1580  2683  1517  2502  1246  780  2394  435  367  2805
5853,1197  1374  1291  1674  1513  1275  1198  1917  587  1388
5857,858  2657  912  2324  923  1258  908  3527  1219  904
5867,919  586  736  457  1882  780  830  2005  2881  2617
5873,587  2329  1213  539  1207  2642  1097  3897  1088  913
5877,608  1097  1136  1304  1276  2797  1080  2005  3527  800
5883,2396  593  750  541  923  111  920  1207  1339  1882
5889,2997  2762  3147  2455  2968  1291  1206  1625  1028  1513
5891,1387  1208  1090  1214  1240  2094  1242  1921  1222  1200
5893,1394  733  2023  1172  1079  1644  1445  180  994  1296
5907,2763  3752  551  3159  2605  1278  736  2105  1321  3147
5919,2858  1247  2826  3702  1407  2950  246  485  3752  2140
5921,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5933,1197  1394  235  1252  923  111  1129  435  1912  1248
5941,185  1682  1544  3897  588  2302  2490  509  2677  1214
5943,1198  589  1196  2706  1291  1784  2194  780  1396  1921
5947,260  318  2683  2692  1784  1291  592  457  733  316
5957,2396  919  2908  3527  2021  2826  1089  246  1711  435
5959,608  1079  2291  1682  1222  367  3157  1148  3108  1623
5963,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5965,1240  3527  1625  3702  539  3386  2413  546  1374  3264
5981,858  1035  1234  1222  1304  1544  3753  111  3481  1252
5985,1645  923  3535  1918  454  1208  2722  1711  2641  1748
5987,1394  858  2997  1580  2791  3527  1517  3504  2289  2023
5995,2791  2355  3868  3450  3238  1485  2572  3396  1784  3285
6013,924  2599  1711  908  1372  265  1682  2160  1805  3844
6031,1214  1240  1266  1374  2723  1200  1876  904  2826  1777
6033,1307  3408  1148  2797  648  3751  555  2763  1246  3448
6049,912  920  1304  551  1234  1148  265  2722  913  1969
6059,3160  1914  2384  2826  2890  3785  2599  2987  3210  1258
6061,2997  1270  367  2804  1732  3033  2791  1779  2502  3752
6063,377  589  1200  288  2640  3593  1617  2291  1090  968
6067,1307  1805  2407  3844  1584  260  1208  379  2150  818
6073,1784  1393  1094  1608  2302  508  913  3683  2881  3361
6077,1748  1909  1372  928  2968  588  2762  1625  2657  2581
6083,1784  3147  2302  3408  1358  1556  539  590  3252  1060
6087,2628  3623  736  780  457  1222  1214  1407  316  434
6089,1270  2396  858  1214  1276  1304  1674  111  1200  1784
6091,3623  2987  2706  2355  913  3793  1711  2804  661  3752
6095,1912  1234  2001  3408  2722  1291  247  2002  1381  3897
6097,1066  1256  2723  3471  3793  3751  910  905  1247  1304
6103,2140  913  2193  2105  1562  3535  2722  903  3704  1408
6113,2396  3052  2706  1307  266  3450  265  3793  736  3408
6119,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6129,318  590  2712  1089  1270  3052  2692  1088  778  2329
6133,589  1193  1617  2858  2396  1307  590  2890  1240  1207
6135,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6137,2858  2700  318  1206  2329  223  589  1215  1240  3481
6139,3386  1237  457  1129  2424  923  111  1219  1921  1608
6145,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6153,1196  919  2300  260  3793  1831  920  1924  2001  1136
6157,608  1197  111  3408  1952  3147  1777  1584  2248  3751
6159,2858  2700  541  858  2997  3481  1276  1304  913  1208
6161,589  2396  2762  2916  1240  288  1394  1206  750  457
6163,2858  593  608  2762  590  2804  1207  3361  1246  2797
6173,318  3751  1291  2826  733  357  1587  316  150  2713
6175,1527  1777  1256  357  329  2005  1258  673  104  2455
6177,2028  1580  648  2826  2353  3702  2302  246  546  1408
6181,593  1219  866  1339  318  3107  2371  1690  1129  2598
6183,3471  2968  3702  1958  2140  1231  377  1208  1953  1387
6201,2858  1196  2716  1200  3751  1374  588  2021  595  1784
6203,260  1196  1372  1198  316  1591  1193  953  1129  1275
6205,1387  3471  3897  800  586  2160  3481  1219  1544  858
6211,2706  1625  1285  733  588  1222  2289  2502  2455  903
6213,3753  1562  153  2416  3408  2005  410  2124  2126  1690
6219,1206  1387  1247  2160  750  586  1882  2384  246  1060
6229,608  3160  2797  2986  2324  3033  1912  2433  435  1252
6237,1198  1544  1291  1373  3160  1608  1261  1500  546  1676
6243,3481  3911  3897  3751  95  913  1129  1513  2700  2363
6247,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6251,2858  1527  353  592  3471  466  3704  1089  3082  2369
6261,1208  337  1358  1393  1645  3108  3702  2248  2329  1242
6273,223  1094  3543  353  539  1252  2300  1961  1321  673
6287,2455  266  2643  532  3386  2011  1805  2428  368  3247
6289,1258  1952  736  1994  3448  2124  2881  2528  3752  2723
6291,1129  104  3481  3135  1240  1321  1371  3253  3210  1517
6301,1387  2762  788  1876  2115  288  913  2792  3699  2153
6315,2858  2028  541  1676  2336  2329  2253  2021  1299  316
6329,2716  2353  1270  1077  1080  2428  3147  497  3070  3527
6331,1213  3386  111  587  1222  3039  247  778  2329  2906
6339,541  788  1196  1231  1206  608  2324  485  420  2797
6341,3868  3033  1284  913  930  370  1584  153  1917  3435
6349,1198  3683  2243  1291  3424  1394  1408  266  3408  300
6359,924  111  923  223  590  3210  2289  1247  2908  3386
6363,1213  858  1732  2959  1136  1222  2762  2641  3210  2502
6381,593  1214  1196  1407  608  3753  1219  368  1717  3481
6383,2959  541  1408  3450  2580  2302  1396  3418  588  1777
6387,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6391,1028  2424  2683  2987  1917  1222  1394  586  1208  1513
6397,260  2028  1270  377  1196  457  344  2640  1805  2478
6401,1196  1270  590  1193  1517  3471  1339  3785  736  457
6403,2722  165  231  1276  2890  1242  1694  104  2115  353
6405,858  1387  2324  1136  923  1090  1222  3897  1307  231
6407,2324  1784  2369  924  923  551  1292  466  919  2153
6409,2858  318  1197  1307  3147  1371  539  3253  266  1196
6417,3753  2617  3418  111  587  2253  736  653  2881  3147
6437,733  3752  3785  150  3052  357  1405  1247  919  474
6439,318  2115  922  1831  1961  1356  913  3070  546  778
6467,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6473,593  2369  1148  1223  2100  231  3052  2881  2968  590
6475,1242  2109  1136  1476  434  1090  1370  1235  1287  1207
6483,592  2115  1304  1372  589  3256  2949  1291  1375  1376
6485,593  2324  1278  2797  1080  3752  1219  1136  2502  2763
6499,1213  2916  2329  367  3386  778  587  111  318  3424
6501,924  1206  539  1784  2641  1089  1244  2797  3257  1676
6505,910  1234  1304  1694  1193  3104  733  3809  912  3039
6509,1721  2872  1393  1275  454  2302  2424  1965  1729  1653
6513,1196  1387  1240  2804  3499  1644  1207  3264  1347  150
6515,593  1222  2064  1307  1917  2797  1129  2100  2243  1242
6521,1198  608  1136  1291  551  1500  592  1304  1080  2692
6529,260  1198  1080  1240  2916  3176  3147  1372  1136  1321
6535,3785  1215  2054  1261  799  457  920  3033  1213  95
6539,260  1214  1207  3098  1035  1196  3360  3753  1200  919
6545,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6559,2599  2706  1206  2692  1258  2502  778  1247  318  337
6561,1196  2791  1394  353  2248  1876  3257  1909  2826  2692
6563,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6567,1304  1234  1276  3361  590  1407  3704  457  1387  2193
6569,2858  1196  1387  1784  2890  1500  1219  3897  3752  923
6571,920  2826  3702  2478  2302  3868  2968  1393  3108  1408
6573,1089  1237  923  2105  1248  3354  3481  1278  1644  1831
6575,858  111  788  1089  968  2968  509  1304  920  2433
6577,2028  1242  2058  3450  1256  1042  1408  442  457  3793
6579,2706  2502  2699  1090  1266  2153  1222  2692  1625  736
6583,260  2599  1197  608  2657  223  1580  3751  912  2302
6585,2858  2826  3897  2329  2253  3911  2706  912  2336  592
6593,2762  780  2997  1356  3252  673  265  737  266  648
6597,2762  541  1635  1271  1831  2739  3751  1784  2490  2302
6599,2028  1196  2804  1394  1285  3702  235  3070  1292  457
6607,1200  589  858  1196  919  1094  551  1035  920  260
6611,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6615,1136  1200  1198  2804  2355  2502  551  3052  3108  2797
6623,2959  1240  1200  2826  1307  1198  1035  1586  1711  3386
6625,260  1240  593  1079  1278  3499  1080  1663  2628  551
6635,2028  593  457  1304  2804  1234  3793  1148  3256  953
6651,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6653,1580  593  592  1682  1215  2502  2355  2797  1391  1285
6655,2369  1358  150  2396  2683  1784  3809  1381  588  2338
6661,1580  1197  318  2396  2762  1198  648  2005  265  1711
6663,3160  223  2580  357  1060  2353  1059  1234  1748  3481
6669,260  1196  1894  1129  3471  898  1372  316  1198  1862
6679,593  2336  1408  2572  1393  3499  2100  3408  920  1373
6681,1617  858  223  3793  2692  231  3386  1060  778  2502
6687,858  1208  2433  3481  3702  509  1953  1387  724  1148
6701,2355  913  661  2384  3159  1748  2366  1222  588  1285
6703,2710  1258  1407  1644  2826  2338  344  2160  1994  1208
6715,2858  1307  1234  1278  3107  1215  316  1247  1888  1584
6717,1136  3481  1080  1500  1208  3911  1240  434  3897  1959
6719,2291  1393  1339  253  1407  1215  1784  2890  592  1717
6745,1200  1408  1374  1562  1214  2023  2572  541  588  3809
6763,2718  2720  2572  1208  592  316  914  2289  546  2253
6765,253  1339  1407  3499  3418  377  1584  1215  1645  1405
6767,1200  1784  150  318  1035  1214  2881  2302  733  3499
6769,780  1373  2369  1580  442  2054  2795  1961  2288  2643
6771,2858  2762  2997  2502  3210  3897  2599  3751  3147  3408
6781,2997  1387  1676  541  1307  260  2716  3408  2712  1136
6785,1580  3753  1304  2455  1208  1234  920  2454  590  1136
6795,593  1219  673  778  3052  1339  1285  231  1028  104
6797,1580  318  1198  2105  150  1396  3147  2369  2716  3070
6809,3481  1090  2355  1208  1222  1500  288  3052  3255  3785
6815,318  3793  1222  1732  2005  2366  778  2502  2808  3424
6817,2153  2700  344  1587  435  231  1287  111  1876  3702
6823,2762  3793  1387  588  1208  2455  595  1556  1060  2160
6831,3052  1240  590  1968  733  1748  2916  1059  1552  474
6837,924  1527  1198  185  2872  1676  1291  2549  1862  2384
6849,2028  3481  1206  1198  2700  2599  2324  1213  2797  1912
6851,1197  593  1089  733  1219  923  903  2160  1247  1882
6853,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6857,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6863,2700  589  1396  1376  3210  2366  1894  2105  353  1969
6867,2028  2628  318  551  1215  3535  2193  661  1358  1261
6869,2396  1198  904  903  1291  923  1375  2081  908  1079
6873,3897  2797  592  2100  2502  3481  539  1517  1261  2153
6877,2791  1200  2105  2140  1242  3704  3157  2605  357  2021
6883,1196  2700  912  541  1748  1653  3481  919  3793  1909
6891,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6901,1089  551  2282  1500  2355  1088  1381  3173  555  1339
6903,2858  2762  1617  912  1732  1961  2064  1219  1527  3450
6905,593  2324  1097  1193  3471  1247  2105  2431  1234  2692
6913,1196  2762  1089  2502  608  2890  778  2011  788  1258
6927,608  1213  111  509  2329  1500  1089  1247  337  3147
6931,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
6933,1197  2762  1148  1090  1223  3751  3753  1208  2720  1500
6939,608  593  1197  1387  2640  1148  3751  3471  1909  3147
6949,608  858  2599  260  1302  953  1035  1394  2329  1060
6951,1784  1222  2706  1291  1266  908  903  904  913  1242
6953,2997  2396  3160  1393  2300  2863  2355  3418  3809  3396
6957,2355  2502  2683  1059  737  661  223  2692  1682  913
6971,858  1097  595  3545  3247  1918  111  1037  442  1968
6979,1198  924  1912  1266  2100  1028  2986  1246  1079  1213
7003,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7009,912  750  923  1682  913  111  908  2908  1178  920
7011,2858  2804  1089  1136  316  1608  111  2788  1376  3753
7015,1206  539  2194  2023  1258  1240  1726  2712  750  3809
7019,2396  1584  2763  1961  318  1921  3268  589  1080  327
7021,589  1266  1129  1291  1242  2617  1682  1200  2527  2161
7025,260  593  1097  1732  3108  150  235  1080  2797  1247
7027,1197  912  1235  1240  2193  1748  750  1653  1921  2478
7029,2028  912  1957  913  750  2664  788  1219  2021  968
7035,1197  2997  1580  3481  3052  1358  246  497  2739  1247
7039,2858  1196  3175  1394  1278  923  1247  1207  849  1079
7047,318  1213  3623  908  2599  3147  2329  736  1077  587
7051,318  3793  1089  1094  3175  3868  1968  919  2100  1370
7071,2706  1784  595  733  2115  588  353  2428  1513  3752
7075,2959  590  3052  1358  1371  3053  2324  1882  1271  2694
7087,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7089,1252  913  922  1214  1617  1953  1284  1079  1258  1952
7091,858  1214  608  1240  1391  910  589  1028  733  1200
7101,1097  3101  2686  2797  1968  3471  2580  3527  1077  1994
7121,260  2716  1517  2797  1270  2683  3039  1129  1909  3358
7125,608  1198  2115  265  1291  1240  1591  1611  2794  3363
7127,590  2858  608  2916  541  1396  1408  3100  2021  1287
7131,318  150  1358  265  593  1831  2329  1079  3785  1088
7141,2858  1275  2688  1247  1500  1682  592  1200  2353  2713
7151,260  1580  2716  1214  2804  920  1258  1371  2054  1219
7159,1917  353  2424  2908  1552  592  1690  3504  1278  3257
7161,3753  1580  3408  3147  2527  3499  2248  1777  587  3148
7163,1198  1197  1291  1275  1235  3479  3717  2455  2396  329
7171,2804  509  914  2366  1387  589  288  3033  1094  150
7181,2858  593  2700  1552  778  104  357  2124  1213  908
7185,1197  3809  3418  3408  2369  1732  1388  2302  497  2384
7199,858  1784  357  3363  908  904  1953  1234  1271  1304
7203,1517  1214  3253  2683  2804  3897  1968  546  3717  1972
7205,541  260  1625  1304  1711  3717  953  1080  2054  2600
7209,589  1214  2959  1304  910  2502  3535  3101  3256  435
7213,1270  924  1240  750  1253  1090  3159  1376  3408  1248
7215,2396  1148  1223  339  1393  3751  1449  1235  1653  1611
7221,2628  2762  912  1527  923  1266  586  2391  95  1358
7225,858  1197  1304  1234  1276  778  3363  910  3104  1302
7227,2628  223  2336  2858  2987  1079  920  1060  2193  1252
7237,2763  2712  3082  3361  3005  235  3255  1779  2857  1090
7239,318  858  1240  1617  1197  2021  2916  1645  457  1407
7243,1196  260  1079  2968  1278  908  3044  3033  1556  2248
7249,858  1617  1198  1408  2699  457  1732  1242  1645  588
7251,593  260  3753  457  2371  2699  1393  1219  586  2002
7257,1219  908  1252  904  150  903  1258  2248  2761  2502
7259,2028  1196  2628  3793  2115  377  457  1408  587  1909
7263,3101  1625  788  2455  1393  357  555  2153  2336  3274
7269,1252  922  3435  316  913  592  1248  1617  1214  2186
7271,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7275,590  1129  913  2094  2826  1252  1089  3481  377  3361
7285,2028  1197  780  1089  1262  778  2890  1266  316  2402
7287,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7293,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7295,2959  2028  2858  318  2617  1356  457  3793  2005  1645
7297,1258  1185  1222  1304  1876  1219  344  253  1956  3108
7309,1198  318  1358  2826  2054  2064  546  150  2455  1240
7329,3175  653  3638  2001  2002  2115  673  2692  2948  1777
7331,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7337,589  1198  1270  1387  1291  1200  2194  2329  1060  3360
7341,2716  2763  2336  555  2194  592  593  1307  3108  3418
7345,1097  1247  3868  3253  3360  2371  920  3752  1663  2572
7347,1197  1196  912  1247  750  2763  260  1207  919  923
7351,2762  1214  3175  3751  1374  1356  1148  1958  733  1223
7357,2762  318  2968  1246  3699  2080  161  1682  150  1674
7361,3753  2762  1721  1617  858  608  1917  2324  1258  457
7363,1270  919  3471  923  1393  2369  1080  2124  2005  2804
7367,2959  1197  1580  2706  3751  1240  1214  2986  1805  2336
7371,1617  1240  1278  1208  2300  1136  2915  1663  546  593
7377,318  3809  3147  150  784  231  3004  111  3160  2023
7381,2762  2858  3147  265  1912  2302  2716  919  788  318
7383,1266  253  1089  590  923  1339  3785  1918  2890  1777
7385,2791  1193  1278  1219  2968  1748  1909  908  1921  903
7387,1197  858  1968  2723  2294  3210  1222  2640  780  368
7389,2997  1089  3418  2617  1372  2599  1552  2023  1779  2580
7391,1617  2094  3363  1663  1645  1682  912  919  2470  1252
7395,2997  3793  3160  1748  3300  265  3868  1556  1801  2428
7397,910  2826  2253  3175  3699  1393  231  905  1556  2463
7399,1680  2791  2369  1407  1732  1089  3108  587  3396  2100
7415,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7419,2804  1207  2424  1291  1136  3147  673  1882  3210  1275
7425,1270  858  1097  2716  2324  2791  3753  3418  1246  2336
7431,1208  3052  223  1089  231  104  1645  2640  1242  1129
7437,2762  1214  1968  903  910  1261  1172  3752  353  3147
7447,593  2762  1097  1234  2109  919  1580  253  3450  3471
7449,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7465,318  1258  908  150  2160  1219  1396  316  778  3108
7469,750  1079  1248  2160  1394  2109  2300  2599  1252  1080
7475,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7483,1240  589  1097  904  3361  2826  2694  2253  3527  1049
7491,1580  3147  1408  1258  2478  253  1129  3210  673  920
7493,3157  2723  2917  2355  1513  2692  2384  2712  1307  1580
7497,2396  457  3108  235  1219  2137  2600  648  1271  2407
7499,2140  2161  2105  2193  2968  2384  3070  1372  2005  2021
7501,1721  1197  2028  1214  1196  912  1240  919  590  1079
7503,2804  588  2081  595  2248  2987  2720  2115  1022  2144
7507,2657  260  1374  1206  1376  1258  3471  1356  1375  3363
7509,2858  593  858  1207  953  903  1921  3317  1381  2735
7527,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7529,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7531,357  1777  2413  1894  1206  2792  1215  924  1271  588
7539,608  260  1196  912  1527  1213  1291  265  2064  1207
7545,593  2916  2706  1136  1584  1219  908  377  1278  3471
7547,608  2028  457  265  1339  3793  3450  1405  2890  1358
7551,1079  1394  1584  2302  3868  1080  1831  2243  1090  1760
7553,593  2791  2640  1219  2366  1193  1961  235  3471  1584
7555,1193  1917  923  1721  1408  104  357  1258  590  457
7561,593  1097  104  509  2081  2336  1711  2335  2763  2329
7563,1258  1965  1285  1222  3408  1407  1252  1035  1994  235
7567,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7569,3175  1831  353  3745  778  1882  3702  2761  153  1200
7571,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7577,1136  2692  111  1500  1080  2289  3481  2908  2291  1711
7581,2028  2336  1805  1748  3147  1653  3793  2723  2413  1960
7585,2700  104  216  1895  1088  3717  2572  1917  2335  2694
7589,541  2021  1748  3717  3499  3471  750  1252  1240  3683
7597,1374  1376  329  1356  1375  2393  3785  1372  780  3247
7601,1214  733  1215  2366  1261  1321  1200  2288  1387  968
7607,2710  1136  1258  1304  1347  1080  1924  1276  1994  1350
7615,1676  2028  593  2700  608  2791  2628  858  1391  1200
7617,260  1196  1198  1035  253  2478  898  750  1748  1388
7621,260  1136  1235  1080  1968  1077  3168  1278  912  1909
7623,1198  1262  1387  1291  235  750  3362  1028  1042  1968
7631,367  908  1278  1079  904  2384  3408  2371  1625  1682
7633,590  3147  1242  3100  3386  1304  3300  1302  253  3535
7635,2987  1653  3147  778  1235  2808  1284  2713  1276  1222
7637,260  1676  1198  1777  2478  104  2686  1089  1408  253
7639,1198  1584  1748  1376  435  2968  1909  1291  316  673
7645,2028  318  1213  920  733  2115  1208  111  434  1356
7655,1214  1200  1252  1961  1240  1387  2369  592  2288  2392
7657,1213  2890  3481  589  2289  2973  2336  2478  2455  951
7659,593  318  3160  1193  104  3697  1882  2805  198  3785
7661,260  1196  2762  589  1240  1291  1994  2502  3697  1924
7663,2997  904  903  2826  908  2302  1254  3785  1219  3108
7677,1544  1909  1387  1690  1924  1917  457  1882  3408  2023
7687,1197  2064  2701  1976  3593  1984  2122  2699  3255  1196
7689,1580  1270  1912  1037  2716  2527  2100  2804  2694  2605
7691,1394  3424  1079  2064  2243  2289  2021  3361  1407  246
7693,260  2716  2804  2968  1748  2617  2890  3752  1136  1381
7701,2716  2987  913  3793  1252  1284  912  2355  3535  235
7703,858  2997  919  3148  1207  1215  1882  1222  1393  2115
7715,2396  919  920  3702  3471  750  2640  2692  1957  1287
7717,1917  3147  589  1240  3408  592  1370  150  3897  1261
7719,2396  589  1408  539  1562  3702  1028  3535  3285  2336
7721,2858  858  2872  111  648  2641  2881  2329  3512  2383
7735,1912  1732  1653  541  1729  1961  1372  3623  3897  1339
7741,1580  2599  1394  2124  344  1208  3210  1285  3785  1748
7751,2858  318  2001  2002  1918  1396  150  1307  2329  1246
7763,2700  2302  2968  3751  2763  2011  344  2455  1207  377
7775,919  1256  1394  223  594  316  1028  2396  1278  1998
7781,919  2657  924  1097  912  1196  2193  780  2160  1805
7783,1198  1197  1374  2081  588  595  1276  648  1968  1953
7789,3358  1680  2369  1959  1089  1244  2580  1407  3052  357
7797,2396  913  2336  357  1393  2716  904  912  1284  2355
7819,2028  2858  2396  1617  1307  457  1148  1304  1223  2797
7821,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7825,2396  593  223  2706  2804  3147  357  2140  539  519
7827,1198  733  1552  1291  95  2706  2194  2288  1608  2455
7831,2028  2997  260  2916  1193  590  2762  750  923  2021
7837,780  3753  3408  2431  1285  587  2706  3809  1917  1198
7843,750  1198  2599  3033  3752  95  788  3785  1405  3208
7853,1721  590  1408  150  1653  2906  1678  3285  1965  1381
7857,1196  1374  541  1917  750  2291  2858  2490  1356  2791
7867,1291  2716  1240  1372  913  235  457  2763  1198  357
7869,1213  1580  2194  1307  111  2054  1089  898  778  2289
7873,1197  2716  3418  2366  1777  2640  153  377  329  1028
7885,3418  265  3752  3408  1278  3247  357  150  318  1271
7891,1270  2716  2762  357  1358  1961  3147  172  2011  1206
7895,1394  1276  1304  2791  2078  912  2723  2718  1676  2126
7897,1242  590  1222  1090  1088  3257  2722  858  1079  2028
7903,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7905,593  1197  2968  1408  2763  1028  2640  1374  588  1219
7907,2628  1374  2115  1909  1028  3082  3147  1387  1375  1200
7909,1197  908  111  3256  1136  2058  1094  2692  904  3107
7911,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
7919,1213  2054  587  1408  2289  3147  2329  339  3785  908
7931,593  2028  318  1278  1219  2387  3450  1339  3527  2021
7933,1193  1617  912  1682  3108  1246  1968  2881  2355  1408
7949,920  1394  2763  1198  3697  2153  265  1517  587  3108
7955,457  1222  111  904  474  1219  2455  1674  858  1090
7957,1270  1097  3175  3408  2329  1711  1912  2683  919  920
7961,1198  1247  2396  1148  1291  588  912  497  1197  1080
7963,1196  912  1088  923  246  1242  1136  3624  3785  2640
7965,2858  1721  2683  541  1371  2723  1299  2987  3527  2028
7971,2997  2335  1193  216  3702  3448  1500  3897  2064  1291
7973,2959  3408  434  2501  2826  3100  2580  2431  318  95
7975,1097  1784  592  1517  1222  3418  2890  750  2797  1957
7981,1197  2683  1556  3052  2355  2622  1356  3159  1060  2402
7993,1544  1197  1198  1387  2617  2916  316  1517  368  2193
7999,1321  1407  2881  196  1097  1240  3033  1090  3101  2642
8005,913  1284  1252  3334  3435  1254  1591  908  930  2657
8007,2916  1882  1408  1876  546  2722  1682  3697  2021  2717
8023,3793  1129  1961  2288  2600  1358  455  1876  2161  1690
8025,1196  2959  318  1356  1242  260  592  1371  551  1625
8029,260  1960  919  1207  912  111  367  1748  592  1242
8035,288  316  2384  920  1262  1909  3654  266  353  111
8039,1200  2628  1198  3704  1060  3527  1214  2193  2763  2161
8041,1214  919  913  1676  1252  592  1284  3334  1291  1371
8043,3527  2716  608  1196  953  3471  1207  1994  1266  2288
8051,593  912  913  541  1197  2710  1556  377  2664  1358
8053,920  1200  2692  908  590  2253  1779  903  552  673
8059,1198  1387  1291  3699  2160  3897  1261  95  457  2288
8079,2858  260  1219  908  2997  1215  904  3702  1261  1258
8081,2028  2858  1240  780  3623  541  1222  1345  2058  1974
8093,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8097,541  750  589  2916  2407  1252  3699  3108  1222  3527
8103,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8105,1617  3793  1079  1080  1278  2791  1304  1394  1136  2987
8107,1527  1213  1374  3499  246  3396  1089  1387  2160  1222
8109,2028  377  457  1408  3753  3418  1584  3147  3052  736
8117,2144  3146  2804  1591  1968  1285  2700  2248  2371  2243
8119,1198  2700  1291  1213  1347  2081  2324  1407  1961  1035
8123,2858  318  1089  3785  588  2997  3753  2081  595  2396
8125,1721  2028  150  266  2890  1222  1372  2133  3178  551
8131,1089  555  1234  778  2580  1635  2617  1213  377  1207
8135,2013  1240  2683  2291  586  2524  2950  2688  1374  1888
8143,593  2762  1193  1252  1079  1262  2617  2881  788  457
8145,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8153,1270  260  2716  2355  3471  3070  2797  2407  3699  2100
8159,2858  608  2762  457  3256  474  1625  3363  454  1682
8163,318  2712  3147  3361  1246  3108  3247  1213  3424  246
8171,2701  919  1197  2028  1214  1562  1784  2424  2881  1028
8175,2858  2959  3751  3052  1358  2329  1729  1449  247  1617
8177,1097  780  1214  1784  3052  1917  590  736  1240  648
8179,2716  1207  1247  1172  1690  2762  2300  344  2792  1193
8187,1198  541  736  1625  1291  1994  2617  2944  3101  3159
8191,2028  919  2804  1242  1196  910  1136  1222  1256  3147
8193,2028  1242  1408  457  587  150  1358  1339  1968  2797
8201,3753  592  3785  1327  235  165  2792  1784  150  1252
8213,260  1394  2997  541  1198  3471  2115  3527  1291  1148
8219,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8221,2028  1242  1222  778  1591  3450  1276  3210  1299  2808
8227,608  1214  1200  1394  1213  1304  2804  1094  1302  1060
8233,2028  1206  2699  2959  2683  648  1089  377  778  1517
8235,2858  1097  551  1358  1090  265  1500  288  1385  1262
8239,2797  2795  2005  1961  1060  3471  2371  2908  2804  3210
8249,1917  1784  1193  653  555  3148  968  1544  3108  1374
8253,1196  780  595  588  733  1028  3527  509  2713  1974
8265,1917  1214  733  551  367  2302  1625  1200  953  163
8275,2396  1374  1307  1372  1028  3101  485  3238  849  3785
8277,1094  3793  1909  3418  509  1690  1408  2081  1556  2336
8281,3418  1407  2391  1271  1690  2791  3255  3408  1094  2692
8285,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8293,1374  1291  457  1408  2872  736  3107  1198  3256  733
8297,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8301,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8303,2324  1304  2064  1234  3363  1407  1276  3424  1952  1653
8309,1214  1200  1960  1219  2986  914  1035  1304  1291  2572
8311,1617  1200  2692  288  551  2194  1645  1214  3108  2734
8321,541  912  750  1258  1252  2699  913  457  344  1968
8329,235  2064  1921  1690  3082  551  1285  592  1219  161
8337,3160  919  1097  2762  1206  2987  1387  1682  1089  3481
8339,2762  923  3408  253  2407  858  2527  3471  912  1198
